name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
copenhagen,2007-11-23,8,3.8,6.1,5.5,0.3,3.2,4.2,88.2,2.526,100,4.17,rain,0,0,,20.2,242,1007.3,84.9,7.4,,,,,2007-11-23T07:59:38,2007-11-23T15:51:52,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-24,5,1.2,3.4,4,-2.5,-0.6,0.6,82.2,0.827,100,16.67,rain,0,0,,37.2,242.7,1015.6,88.5,13.4,,,,,2007-11-24T08:01:31,2007-11-24T15:50:33,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-25,6.1,3.9,5.3,2.1,-2.1,0.3,3.2,86.8,4.429,100,45.83,rain,0,0,,39,258.5,999.1,86.8,10.9,,,,,2007-11-25T08:03:23,2007-11-25T15:49:18,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-26,5.8,1.2,3.5,1.4,-4.2,-1.7,-2.7,64.8,1.238,100,20.83,"rain,snow",0,0,50,39.7,328.2,1007.9,77.2,13,,,,,2007-11-26T08:05:13,2007-11-26T15:48:06,0.56,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-27,3.9,-1,1.9,-1.1,-5,-2.6,-3.2,69.2,0,0,0,,0,0,,27.2,330.6,1019.2,48,13.7,,,,,2007-11-27T08:07:02,2007-11-27T15:46:57,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-28,5,-1,2.5,1.2,-4.6,-1,1,89.3,0.054,100,8.33,rain,0,0,,28.3,224.4,1017.5,95.1,9.1,,,,,2007-11-28T08:08:48,2007-11-28T15:45:51,0.63,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-29,7,4.9,5.3,2.7,-0.2,1,4.2,92.5,1.007,100,29.17,rain,0,0,,31.7,224.7,1000.9,93.3,5.5,,,,,2007-11-29T08:10:33,2007-11-29T15:44:49,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-11-30,7,4.1,5.7,3.9,0.8,2.4,3.8,87.4,0.706,100,4.17,rain,0,0,,27.9,262.1,998,74,10.9,,,,,2007-11-30T08:12:16,2007-11-30T15:43:50,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-01,8.1,6,7,4.1,1.2,2.7,5.5,90.4,4.894,100,41.67,rain,0,0,,47.8,210.1,995.2,86.6,7.5,,,,,2007-12-01T08:13:56,2007-12-01T15:42:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-02,7,5.9,6.4,3.2,0.7,2.3,4.8,89.5,3.767,100,50,rain,0,0,,37.2,195.8,991.2,88.6,11,,,,,2007-12-02T08:15:34,2007-12-02T15:42:03,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-03,7.1,5,6,3.8,-0.4,1.7,4.6,90.8,8.838,100,41.67,rain,0,0,,37.9,268,976.1,90.3,11.2,,,,,2007-12-03T08:17:10,2007-12-03T15:41:15,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-04,6.1,3.1,4.6,2.5,0,1.2,2.8,88.2,0.117,100,8.33,rain,0,0,,21.9,282.1,1001,58.5,12.1,,,,,2007-12-04T08:18:43,2007-12-04T15:40:31,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-05,8.2,4.9,7.2,4.6,1,3.2,6.2,93.6,0.941,100,25,rain,0,0,,36,201.6,1006.8,93.4,7.1,,,,,2007-12-05T08:20:14,2007-12-05T15:39:50,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-06,9.1,7.1,8.3,5.7,3.1,4.7,6.8,90.1,0.225,100,8.33,rain,0,0,,32.6,220.5,1001.5,87.2,10.6,,,,,2007-12-06T08:21:41,2007-12-06T15:39:14,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-07,9.2,7,7.9,6,2.5,4.1,6.9,93.6,10.987,100,62.5,rain,0,0,,32.3,218.9,982.1,90.6,8.4,,,,,2007-12-07T08:23:06,2007-12-07T15:38:41,0.92,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-08,7,4.9,6.1,3,0.6,1.6,3.6,84.3,5.805,100,12.5,rain,0,0,,42.1,246.3,991.6,75.6,11.3,,,,,2007-12-08T08:24:28,2007-12-08T15:38:12,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-09,6.1,3.5,5,4.4,-1.9,1.1,3.6,90.6,2.798,100,29.17,rain,0,0,,36.8,172.4,989.8,87.2,8.9,,,,,2007-12-09T08:25:47,2007-12-09T15:37:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-10,6,2.9,4.9,3.6,0.6,2.4,4.3,95.9,0.099,100,8.33,rain,0,0,,21.4,127.2,1001.7,69.8,5.4,,,,,2007-12-10T08:27:03,2007-12-10T15:37:26,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-11,6,4.9,5.4,3.8,1.1,2.4,2.9,84.4,0,0,0,,0,0,,21.1,26.1,1020.1,97.6,11.5,,,,,2007-12-11T08:28:16,2007-12-11T15:37:09,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-12,4.9,1.8,3.1,1.3,-2.3,-0.3,0.7,84.5,0,0,0,,0,0,,25.4,38.9,1036.2,93.1,15.9,,,,,2007-12-12T08:29:25,2007-12-12T15:36:57,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-13,3.7,1.9,2.7,2.8,-1.4,0.1,-1.1,76.3,0,0,0,,0,0,,18.7,342.7,1041.9,94.5,14.5,,,,,2007-12-13T08:30:31,2007-12-13T15:36:48,0.13,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-14,4.8,2.9,3.8,4.7,-0.2,1.4,1.2,83,0,0,0,,0,0,,18.6,284.7,1039,99.6,10.9,,,,,2007-12-14T08:31:33,2007-12-14T15:36:44,0.16,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-15,5,-0.4,2.9,3.9,-0.4,1.8,0.5,84.3,0,0,0,,0,0,,11.9,127.7,1041.2,64,9.2,,,,,2007-12-15T08:32:32,2007-12-15T15:36:44,0.2,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-16,2.8,-3.1,0.4,0.7,-3.9,-1.7,-0.9,91.7,0,0,0,,0,0,,21.7,354.9,1042,74.2,7.8,,,,,2007-12-16T08:33:27,2007-12-16T15:36:48,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-17,4,2,3,2.9,-2.5,0.5,0.9,86.1,0,0,0,,0,0,,18,9.3,1042.8,93.3,10.3,,,,,2007-12-17T08:34:18,2007-12-17T15:36:56,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-18,3,0,1.6,1.7,-2.5,-1.1,-0.6,85.9,0,0,0,,0,0,,12.1,331.9,1040.8,94.3,11.4,,,,,2007-12-18T08:35:05,2007-12-18T15:37:08,0.3,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-19,2.9,0,1.1,-0.8,-3.9,-2.5,-0.5,89.3,0,0,0,,0,0,,21.3,307.2,1039.5,90.5,9.9,,,,,2007-12-19T08:35:49,2007-12-19T15:37:25,0.34,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-20,3,1.9,2.6,-0.2,-1.8,-1,1.1,90,0,0,0,,0,0,,21.3,291.9,1035,96.9,9,,,,,2007-12-20T08:36:29,2007-12-20T15:37:46,0.37,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-21,1.9,-0.9,0.5,0.8,-3.5,-1.4,0,96.6,0,0,0,,0,0,,10.7,266.5,1031.1,96.7,3.1,,,,,2007-12-21T08:37:04,2007-12-21T15:38:11,0.41,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-22,-0.1,-2.7,-1.4,-0.2,-6.1,-3.4,-1.9,96,0,0,0,,0,0,,8.6,255.8,1025.5,99.2,4.8,,,,,2007-12-22T08:37:36,2007-12-22T15:38:40,0.44,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-23,2.9,-1.9,0.9,1.5,-5.1,-2,0,94.7,0,0,0,,0,0,,18.7,223.1,1024,93.7,2.7,,,,,2007-12-23T08:38:03,2007-12-23T15:39:13,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-24,2.9,0.9,1.8,-0.7,-3.2,-2.1,1.4,97,0,0,0,,0,0,,23.3,217.1,1025.1,77,3.4,,,,,2007-12-24T08:38:27,2007-12-24T15:39:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-25,3.9,2,3.1,-1.2,-2.9,-2,1.9,92,0,0,0,,0,0,,33.9,195.2,1019.4,91.1,7.7,,,,,2007-12-25T08:38:46,2007-12-25T15:40:32,0.55,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-26,5,3.1,4.2,2.1,-2.1,0,2.4,88.2,0,0,0,,0,0,,31.3,218.1,1019.6,85.8,7.7,,,,,2007-12-26T08:39:01,2007-12-26T15:41:18,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-27,5,3,4.1,1.3,-2.5,-0.7,2.4,88.9,0,0,0,,0,0,,30.6,217.5,1025.2,91.8,8,,,,,2007-12-27T08:39:12,2007-12-27T15:42:07,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-28,7,5,6.4,2.9,0.4,2,5.1,91.6,0.927,100,20.83,rain,0,0,,38.9,227.1,1017.9,94.1,5.5,,,,,2007-12-28T08:39:19,2007-12-28T15:43:00,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-29,6.9,4,5.4,2.3,-1.1,0.4,3.2,86.2,0.537,100,8.33,rain,0,0,,38.9,217.4,1008.1,82.9,11,,,,,2007-12-29T08:39:21,2007-12-29T15:43:57,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-30,6,1.2,4.6,2.5,-2.4,0.5,2.5,86.3,0.008,100,8.33,rain,0,0,,33.3,242.8,1012.2,69,10.8,,,,,2007-12-30T08:39:20,2007-12-30T15:44:58,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-12-31,4.9,0.1,1.9,1.4,-4.5,-2,-0.3,86.3,0,0,0,,0,0,,24.7,331.2,1021.9,49,14.2,,,,,2007-12-31T08:39:14,2007-12-31T15:46:02,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
